TOTALNUMBEROFRECIPIENTS,TOTALNUMBEROFCLAIMS,TOTALDOLLARAMOUNTOFCLAIMS,PROVIDERNAME,PROVIDER TYPE,PROVIDER PRIMESSPECIALTY,PROVIDER ADDR STREET1,PROVIDER ADDR STREET2,PROVIDER ADDR CITY,PROVIDER ADDR STATE,PROVIDER ZIP CODE,PROVIDER GEO LATITUDE,PROVIDER GEO LONGITUDE,DOMINANTDIAGNOSIS
41,2773,452938,ACTIVE DAY OF MERRILLVILLE,Waiver Provider,Aged & Disabled Waiver (A&D),8672 BROADWAY,,MERRILLVILLE,IN,46410,41.460013,-87.336161,Cereb infrc due to unsp occls or stenos of unsp cereb artery
52,66,5701,ST VINCENT MEDICAL GROUP INC,Physician,General Pediatrician,218 WEST 161ST STREET,#A,WESTFIELD,IN,46074,40.021151,-86.156856,Encntr for routine child health exam w/o abnormal findings
695,1012,139787,LAPORTE COUNTY E M S,Transportation Provider,Ambulance,809 STATE ST STE 301A,,LA PORTE,IN,46350,41.611889,-86.722111,Encounter for other general examination
61,119,2173,AMERICAN HEALTH NETWORK OF IN LLC,Physician,Family Practitioner,315 W OLD KEY DR,,PERU,IN,46970,40.773666,-86.077874,Essential (primary) hypertension
131,628,23181,WILLIAMS BROS HEALTH CARE PHARMACY INC,DME/Medical Supply Dealer,DME/Medical Supply Dealer,1216 WASHINGTON AVE,,VINCENNES,IN,47591,38.68165,-87.51567,"Chronic obstructive pulmonary disease, unspecified                                                  "
29,84,1099,CVS PHARMACY #6517,Pharmacy,Pharmacy,1901 N JEFFERSON STREET,,HUNTINGTON,IN,46750,40.89202,-85.50465,Type 2 diabetes mellitus without complications
700,1009,296329,IU HEALTH LA PORTE HOSPITAL INC,Hospital,Acute Care,1007 LINCOLNWAY,,LA PORTE,IN,46350,41.610089,-86.723411,Encounter for other specified aftercare
604,951,68239,REID CARDIOTHORACIC SURGEONS,Physician,Thoracic Surgeon,1100 REID PKWY STE 240,,RICHMOND,IN,47374,39.862818,-84.885379,Encntr for routine child health exam w/o abnormal findings
68,645,2161741,ASHTON CREEK HEALTH AND REHAB CENTER,Extended Care Facility,Nursing Facility,4111 PARK PLACE DR,,FT WAYNE,IN,46845,41.19571,-85.11491,Encounter for other specified aftercare
27,34,5782,JUST FOR KIDS TRANSPORTATION,Transportation Provider,Ambulance,224 EAST BROADWAY ST,STE 601,LOUISVILLE,KY,40202,38.245546,-85.750844,Encounter for other general examination
262,317,19233,EAR NOSE & THROAT ASSOCIATES PC,Physician,"Otologist, Laryngologist, Rhinologist                                                               ",10021 DUPONT CIRCLE CT,,FORT WAYNE,IN,46825,41.174866,-85.11252,Obstructive sleep apnea (adult) (pediatric)
23,38,835,CENTER FOR CANCER CARE,Physician,Oncologist,200 HIGH PARK AVE,NULL,GOSHEN,IN,46526,41.56433,-85.829567,Encounter for antineoplastic chemotherapy
1691,3088,286107,RIVIERA PEDIATRICS,Physician,General Pediatrician,4115 OFFICE PLAZA BLVD,,INDIANAPOLIS,IN,46254,39.828231,-86.244765,Encntr for routine child health exam w/o abnormal findings
90,159,5866,MARTIN                   FREEMAN,Physician,Family Practitioner,8801 N MERIDIAN STREET,,INDIANAPOLIS,IN,46260,39.91602,-86.1576,Essential (primary) hypertension
277,493,40529,COMMUNITY HEALTHNET INC,Clinic,Federally Qualified Health Clinic (FQHC),5927 COLUMBIA AVENUE,,HAMMOND,IN,46320,41.605579,-87.50004,Encntr for routine child health exam w/o abnormal findings
3257,4967,2743088,"MEMORIAL HOSPITAL OF SOUTH BEND, INC",Hospital,Acute Care,615 N MICHIGAN ST,,SOUTH BEND,IN,46601,41.683295,-86.25056,"Acute upper respiratory infection, unspecified                                                      "
105,869,2715534,KINDRED TRAN CARE & REHAB ROLLING HILLS,Extended Care Facility,Nursing Facility,3625 ST JOSEPH RD,,NEW ALBANY,IN,47150,38.344737,-85.80544,Dementia in oth diseases classd elswhr w behavioral disturb
45,1344,1363375,GOLDEN LIVINGCENTER - WOODBRIDGE,Extended Care Facility,Nursing Facility,816 N 1ST AVE,,EVANSVILLE,IN,47710,37.985036,-87.574947,"Schizoaffective disorder, unspecified                                                               "
36,164,1814,WAL-MART PHARMACY #10-2563,Pharmacy,Pharmacy,735 N GOSPEL ST,,PAOLI,IN,47454,38.563997,-86.466119,Type 2 diabetes mellitus without complications
95,1405,1015187,THE VILLAGES OF INDIANA INC,Mental Health Provider,Outpatient Mental Health Clinic,2739 ALBRIGHT RD,,KOKOMO,IN,46902,40.453144,-86.108359,"Illness, unspecified                                                                                "
41,54,1408,SULLIVAN FIRE DEPARTMENT,Transportation Provider,Ambulance,32 N COURT ST,,SULLIVAN,IN,47882,39.095744,-87.408344,"Chest pain, unspecified                                                                             "
1835,2699,1418831,TERRE HAUTE REGIONAL HOSPITAL,Hospital,Acute Care,3901 S 7TH ST,,TERRE HAUTE,IN,47802,39.42022,-87.40683,"Urinary tract infection, site not specified                                                         "
275,1082,8841,ALLEN COUNTY INTERNAL MEDICINE,Physician,General Internist,12515 GOLDEN HARVEST DRIVE,,FORT WAYNE,IN,46845,41.198388,-85.119483,Type 2 diabetes mellitus without complications
106,120,4226,AMERICAN HEALTH NETWORK OF INDIANA LLC,Laboratory,Independent Lab,12188B N MERIDIAN ST,SUITE 350 B,CARMEL,IN,46032,39.966286,-86.158379,Essential (primary) hypertension
74,1520,148677,O.T.WORKS INC,Therapist,Physical Therapist,"1309 E MARKET STREET, STE 5   ",,NAPPANEE,IN,46550,41.442683,-85.98656,Autistic disorder
79,1703,421077,BENCHMARK HUMAN SERVICES,Waiver Provider,Aged & Disabled Waiver (A&D),926 E WAYNE ST,,SOUTH BEND,IN,46617,41.673781,-86.237464,"Illness, unspecified                                                                                "
36,67,5353,"PARKVIEW HEALTH SYTEM, INC.",Physician,Family Practitioner,2500 E BELLEFONTAINE RD,,HAMILTON,IN,46742,41.54376,-84.9424,Encntr for routine child health exam w/o abnormal findings
418,736,31496,DEACONESS PULMONARY CRITICAL CARE GROUP,Physician,Pulmonary Disease Specialist,519 HARRIET STREET,,EVANSVILLE,IN,47710,37.98299,-87.569601,"Chronic obstructive pulmonary disease, unspecified                                                  "
49,86,5452,REID MEDICAL ASSOCIATES,Physician,General Internist,1350 CHESTER BLVD STE A,,RICHMOND,IN,47374,39.845546,-84.888955,Essential (primary) hypertension
70,250,1336,TRI-STATE BEHAVORIAL HEALTH LLC,Physician,Psychiatrist,4488 ROSLIN RD,,NEWBURGH,IN,47630,37.9912,-87.331755,"Alzheimer's disease, unspecified                                                                    "
121,831,11375,MILLER CARE GROUP,Clinic,Medical Clinic,2900 W 16TH ST,,BEDFORD,IN,47421,38.86099,-86.51215,"Major depressive disorder, recurrent, moderate                                                      "
33,33,680,JOHN KENYON AMERICAN EYE INSTITUTE PC,Physician,Ophthalmologist,519 STATE ST,,NEW ALBANY,IN,47150,38.287049,-85.824771,Type 2 diabetes mellitus without complications
28,37,1964,JOHNSON NICHOLS HEALTH CLINIC-GREENCAST,Clinic,Medical Clinic,1542 S BLOOMINGTON ST STE 1300,,GREENCASTLE,IN,46135,39.622185,-86.845968,Essential (primary) hypertension
449,798,77135,AZRA S SHERIFF MD PC,Physician,General Pediatrician,9128 COLUMBIA AVE STE A,,MUNSTER,IN,46321,41.549354,-87.505219,Encntr for routine child health exam w/o abnormal findings
1111,1712,118242,BAPTIST HEALTH MEDICAL GROUP INC,Physician,Anesthesiologist,1850 STATE ST,,NEW ALBANY,IN,47150,38.300113,-85.834686,Encntr for routine child health exam w/o abnormal findings
206,444,30920,UNIVERSITY FAMILY PHYSICIANS INC,Physician,Family Practitioner,550 UNIVERSITY BLVD UH 3005,,INDIANAPOLIS,IN,46202,39.775287,-86.175527,Essential (primary) hypertension
86,144,12325,PARKVIEW MEDICAL GROUP,Clinic,Medical Clinic,207 N TOWNLINE RD,SUITE 104,LAGRANGE,IN,46761,41.64486,-85.42492,Encntr for routine child health exam w/o abnormal findings
45,366,25828,LIFEWORKS COUNSELING & CONSULTING INC,Mental Health Provider,Outpatient Mental Health Clinic,6202 CONSTITUTION DR,STE D,FORT WAYNE,IN,46804,41.067944,-85.222473,"Attention-deficit hyperactivity disorder, combined type                                             "
274,309,24904,INDIANA UNIVERSITY HEALTH LAPORTE PHYS,Physician,General Pediatrician,1509 STATE ST,,LA PORTE,IN,46350,41.608477,-86.728694,Encntr for routine child health exam w/o abnormal findings
56,60,3961,QHG OF FORT WAYNE COMPANY LLC,Clinic,Medical Clinic,1980 N MAIN STREET,,BLUFFTON,IN,46714,40.771265,-85.165817,"Acute upper respiratory infection, unspecified                                                      "
101,122,10847,COMMUNITY CARE NETWORK INC,Clinic,Medical Clinic,929 RIDGE RD,STE 3,MUNSTER,IN,46321,41.560908,-87.506112,Essential (primary) hypertension
911,1491,132069,COMMUNITY HEALTHNET INC SOUTH,Clinic,Federally Qualified Health Clinic (FQHC),6100 BROADWAY,,MERRILLVILLE,IN,46410,41.50736,-87.33602,Encntr for routine child health exam w/o abnormal findings
41,361,191222,MOORE HOME HEALTH CARE INC-WAIVER,Waiver Provider,Aged & Disabled Waiver (A&D),101 N GRIFFITH BLVD,,GRIFFITH,IN,46319,41.5228,-87.42887,Other malaise
859,1723,151604,FAMILY HEALTH CLINIC OF CARROLL COUNTY,Clinic,Federally Qualified Health Clinic (FQHC),901 PRINCE WILLIAM RD STE A,,DELPHI,IN,46923,40.58252,-86.66771,Encntr for routine child health exam w/o abnormal findings
192,7228,5397736,INTERIM HEALTHCARE OF SE IN INC,Home Health Agency,Home Health Agency,500 WEST EADS PARKWAY,,LAWRENCEBURG,IN,47025,39.093561,-84.86862,"Cerebral palsy, unspecified                                                                         "
391,598,60932,MIDWEST EYE CONSULTANTS #29,Optometrist,Optometrist,2260 MAIN ST,,ROCHESTER,IN,46975,41.049697,-86.21865,"Myopia, bilateral                                                                                   "
142,197,4619,SUMMIT PAIN MANAGEMENT,Clinic,Medical Clinic,2512 E DUPONT RD STE 200,,FORT WAYNE,IN,46825,41.176291,-85.108341,Low back pain
23,26,387,IU HEALTH CHARIS CENTER,Clinic,Medical Clinic,6640 INTECH BLVD STE 195,,INDIANAPOLIS,IN,46278,39.875288,-86.274317,"Chest pain, unspecified                                                                             "
273,366,34873,FAYETTE CO FIRST AID UNIT,Transportation Provider,Ambulance,700 W MOUNT ST,,CONNERSVILLE,IN,47331,39.64916,-85.13968,"Chest pain, unspecified                                                                             "
178,298,18559,BEACON MEDICAL GROUP LAKEVILLE,Physician,Family Practitioner,601 N MICHIGAN ST PO BOX 17,,LAKEVILLE,IN,46536,41.53097,-86.272913,Encntr for routine child health exam w/o abnormal findings
241,489,16226,MEMORIAL HOSP & HEALTH CARE-800 W 9TH,Clinic,Medical Clinic,800 W 9TH ST,,JASPER,IN,47546,38.39374,-86.94212,"Sepsis, unspecified organism                                                                        "
56,437,64293,NORTH EVANSVILLE DIALYSIS,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,1151 W BUENA VISTA RD,,EVANSVILLE,IN,47710,38.014331,-87.574468,End stage renal disease
95,367,1176980,HEARTLAND HOSPICE SERVICES LLC,Hospice,Hospice,931 E 86TH ST STE 208,,INDIANAPOLIS,IN,46240,39.911409,-86.14226,"Heart failure, unspecified                                                                          "
118,149,6477,LA PORTE CLINIC COMPANY LLC,Clinic,Medical Clinic,8988 E US HIGHWAY 20,,NEW CARLISLE,IN,46552,41.703593,-86.529458,Encntr for routine child health exam w/o abnormal findings
48,1455,989508,TRANSCENDENT HLTHCRE OF BOONVILLE NORTH,Extended Care Facility,Nursing Facility,305 E NORTH ST,,BOONVILLE,IN,47601,38.05852,-87.271105,"Chronic obstructive pulmonary disease, unspecified                                                  "
80,1402,3401726,VERNON MANOR CHILDRENS HOME,Extended Care Facility,Nursing Facility,1955 VERNON ST,,WABASH,IN,46992,40.7783,-85.82917,Spastic quadriplegic cerebral palsy
803,1417,98913,ST VINCENT NORTH CLINIC (RHC),Clinic,Rural Health Clinic (RHC),1731 RINGER LANE,,WILLIAMSPORT,IN,47993,40.35988,-87.39572,Encntr for routine child health exam w/o abnormal findings
38,338,1197197,LINCOLNSHIRE HEALTH & REHAB CENTER,Extended Care Facility,Nursing Facility,8380 VIRGINIA ST,,MERRILLVILLE,IN,46410,41.465832,-87.329275,Unspecified dementia without behavioral disturbance
169,243,15576,SJPN SOUTH BEND NEUROLOGY,Physician,Neurologist,611 E DOUGLAS ROAD SUITE 207,,MISHAWAKA,IN,46545,41.70948,-86.18012,"Epilepsy, unsp, not intractable, without status epilepticus                                         "
58,488,20862,SACKS CLINICAL CONSULTING,Mental Health Provider,Health Service Provider in Psychology (HSPP),107 WOODLAND COURT,SUITE B,MICHIGAN CITY,IN,46360,41.690662,-86.874499,"Bipolar disorder, unspecified                                                                       "
50,3351,2391356,PARENTS & FRIENDS INC - WAIVER,Waiver Provider,MFP Demonstration Waiver Grant,2354 N US HWY 35 STE 3,,LAPORTE,IN,46350,41.640004,-86.746898,"Illness, unspecified                                                                                "
333,582,25181,FRANCISCAN PHYSICIAN NETWORK,Physician,Psychiatrist,610 E SOUTHPORT RD STE 200,,INDIANAPOLIS,IN,46227,39.664441,-86.14706,"Anxiety disorder, unspecified                                                                       "
38,265,32131,LITTLE STAR CENTER INC,Clinic,Medical Clinic,12650 HAMILTON CROSSING BLVD,,CARMEL,IN,46032,39.9764,-86.161769,Autistic disorder
38,47,8575,BRISTOL FIRE DEPT CORP,Transportation Provider,Ambulance,405 E ELKHART ST,,BRISTOL,IN,46507,41.72059,-85.813771,Encounter for other general examination
7082,13680,1157699,FRANCISCAN PHYSICIAN NETWORK,Physician,Family Practitioner,500 BUFFALO 2ND FL,,NEW BUFFALO,MI,49117,41.79177,-86.74897,Encntr for routine child health exam w/o abnormal findings
540,15806,1055622,SAMARITAN CENTER,Mental Health Provider,Community Mental Health Center (CMHC),515 BAYOU ST,,VINCENNES,IN,47591,38.674568,-87.535442,Paranoid schizophrenia
185,781,20919,BEACON MED GRP BEHAVIORAL HLTH ELKHART,Physician,Psychiatrist,1506 OSOLO RD STE A,,ELKHART,IN,46514,41.70324,-85.9467,Generalized anxiety disorder
551,798,86844,FRANCISCAN PHYSICIAN NETWORK,Physician,Family Practitioner,5500 HOHMAN AVE SUITE 2A,,HAMMOND,IN,46320,41.61382,-87.52201,Encntr for routine child health exam w/o abnormal findings
311,498,36566,FRANCISCAN PHYSICIAN NETWORK,Physician,General Internist,3875 KENSINGTON DR,,LAFAYETTE,IN,47905,40.427209,-86.841228,Encntr for routine child health exam w/o abnormal findings
25,270,555945,ASBURY TOWERS HEALTH CARE CENTER,Waiver Provider,Aged & Disabled Waiver (A&D),102 W POPLAR ST,,GREENCASTLE,IN,46135,39.64255,-86.865498,"Illness, unspecified                                                                                "
144,158,7110,RUMSCHLAG OPTOMETRY PC,Optometrist,Optometrist,755 W CARMEL DRIVE SUITE 204,,CARMEL,IN,46032,39.96577,-86.14397,"Myopia, bilateral                                                                                   "
23,28,556,SOUTHERN INDIANA UROLOGIC CLINIC LLC,Physician,Urologist,2475 NORTHPARK #10,,COLUMBUS,IN,47203,39.23179,-85.895342,"Urinary tract infection, site not specified                                                         "
42,969,289322,BENCHMARK HUMAN SERVICES,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),426 CENTER ST,,HOBART,IN,46342,41.530943,-87.252793,"Illness, unspecified                                                                                "
54,72,3918,LOW VISION CENTER OF INDIANAPOLIS,Optometrist,Optometrist,9002 N MERIDIAN ST STE 109,,INDIANAPOLIS,IN,46260,39.918689,-86.158359,Type 2 diabetes mellitus without complications
28,92,3078,CVS PHARMACY #6495,Pharmacy,Pharmacy,934 W SEVENTH ST,,AUBURN,IN,46706,41.366737,-85.067372,Type 2 diabetes mellitus without complications
29,45,6267,"LAFAYETTE PAIN CARE, PC",DME/Medical Supply Dealer,DME/Medical Supply Dealer,770 PARK EAST BLVD SUITE B,,LAFAYETTE,IN,47905,40.411145,-86.828977,Low back pain
387,2358,374640,"FAIRMEADOWS HOME HEALTH CENTER, INC",Pharmacy,Pharmacy,400 KENNEDY AVENUE,,SCHERERVILLE,IN,46375,41.51479,-87.4629,Obstructive sleep apnea (adult) (pediatric)
75,140,8556,RANDOLPH MEDICAL CENTER,Physician,Cardiologist,400 SOUTH OAK STREET,,WINCHESTER,IN,47394,40.16942,-84.97345,Encntr for routine child health exam w/o abnormal findings
154,164,14936,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,General Pediatrician,1210 MEDICAL ARTS BLVD STE 204,,ANDERSON,IN,46011,40.129898,-85.692182,Encntr for routine child health exam w/o abnormal findings
50,66,8796,LIFE MED INC,Transportation Provider,Ambulance,709 W MAIN ST,,N MANCHESTER,IN,46962,40.99896,-85.777993,Encounter for other general examination
24,49,10856,NORTHERN WELLS COMMUNITY SCHOOLS,School Corporation,School Corporation,312 N JEFFERSON ST,,OSSIAN,IN,46777,40.882072,-85.166674,Autistic disorder
121,206,17478,HEALTH SERVICES CORP OF SOUTHEASTERN IN,Physician,General Internist,606 WILSON CREEK ROAD STE 420,,LAWRENCEBURG,IN,47025,39.110662,-84.884712,Encntr for routine child health exam w/o abnormal findings
593,4293,283964,LINCARE INC-TERRE HAUTE,Pharmacy,DME/Medical Supply Dealer,3537 S 3RD PL,,TERRE HAUTE,IN,47802,39.424473,-87.422493,"Chronic obstructive pulmonary disease, unspecified                                                  "
