PROVIDERNAME,PROVIDERPRIMESPECIALTY,CATEGORYOFSERVICES,TOTALNUMBEROFCLAIMS,TOTALDOLLARAMOUNTOFCLAIMS,TOTALNUMBEROFRECIPIENTS
COMMUNITY PHYSICIANS OF INDIANA INC,Medical Clinic,38 - EPSDT Services,42,3715,597
COMMUNITY PHYSICIANS OF INDIANA INC,Medical Clinic,17 - Clinic Services,132,16657,208
COMMUNITY PHYSICIANS OF INDIANA INC,Medical Clinic,17 - Clinic Services,225,20942,30
COMMUNITY PHYSICIANS OF INDIANA INC,Medical Clinic,17 - Clinic Services,1041,105980,29
COMMUNITY PHYSICIANS OF INDIANA INC,Medical Clinic,38 - EPSDT Services,23,2037,93
COMMUNITY PHYSICIANS OF INDIANA INC,General Internist,06 - Physician Services,1006,107429,420
COMMUNITY PHYSICIANS OF INDIANA INC,General Internist,12 - X-Ray Services,35,988,67
COMMUNITY PHYSICIANS OF INDIANA INC,General Internist,38 - EPSDT Services,39,3506,55
COMMUNITY PHYSICIANS OF INDIANA INC,General Internist,06 - Physician Services,1581,137123,129
COMMUNITY PHYSICIANS OF INDIANA INC,General Internist,12 - X-Ray Services,57,3749,27
COMMUNITY PHYSICIANS OF INDIANA INC,General Internist,38 - EPSDT Services,52,4542,46
COMMUNITY PHYSICIANS OF INDIANA INC,Family Practitioner,06 - Physician Services,56,3616,31
COMMUNITY PHYSICIANS OF INDIANA INC,Obstetrician/Gynecologist,06 - Physician Services,134,13557,177
COMMUNITY PHYSICIANS OF INDIANA INC,Family Practitioner,06 - Physician Services,882,88035,34
COMMUNITY PHYSICIANS OF INDIANA INC,Family Practitioner,12 - X-Ray Services,25,1434,649
COMMUNITY PHYSICIANS OF INDIANA INC,Family Practitioner,38 - EPSDT Services,49,4293,45
"COMMUNITY PHYSICIANS OF INDIANA, INC",General Internist,06 - Physician Services,88,13934,56
"COMMUNITY PHYSICIANS OF INDIANA, INC",Orthopedic Surgeon,06 - Physician Services,27,14665,150
"COMMUNITY PHYSICIANS OF INDIANA, INC",Gastroenterologist,06 - Physician Services,76,5761,173
COMMUNITY REHABILITATION HOSPITAL,Rehabilitation,01 - Inpatient Services,165,1438519,349
COMMUNITY RHEUMATOLOGY OF ANDERSON,General Internist,06 - Physician Services,1005,75263,535
COMPASS POINT LLC,Outpatient Mental Health Clinic,26 - Mental Health Services,893,59450,151
COMPASS SUPPORTIVE PALLIATIVE CARE LLC,Neurologist,06 - Physician Services,615,6319,27
COMPASS SUPPORTIVE PALLIATIVE CARE LLC,Neurologist,06 - Physician Services,757,60997,1391
"COMPLETE FAMILY DENTISTRY, PC",General Dentistry Practitioner,27 - Dental Services - Child,429,64000,205
"COMPLETE FAMILY DENTISTRY, PC",General Dentistry Practitioner,28 - Dental Services - Adult,321,55285,237
COMPLETE PAIN CARE LLC,Medical Clinic,17 - Clinic Services,717,15814,54
COMPREHENSIVE BEHAVIORAL SERVICES LLC,Health Service Provider in Psychology (HSPP),26 - Mental Health Services,549,51890,57
COMPREHENSIVE DERMATOLOGY PC,Dermatologist,06 - Physician Services,214,28009,33
COMPREHENSIVE HEALTH CARE,Family Practitioner,06 - Physician Services,657,46696,24
COMPREHENSIVE HEALTH CARE,Rural Health Clinic (RHC),17 - Clinic Services,8923,566290,177
COMPREHENSIVE HEALTH CARE,Rural Health Clinic (RHC),38 - EPSDT Services,261,22144,180
COMPREHENSIVE MEDICAL REHABILITATION PC,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,314,46247,990
"COMPREHENSIVE NEUROLOGIC SERVICES, P C",Neurologist,06 - Physician Services,171,2642,89
COMPREHENSIVE PAIN CLINIC & WELLNESS CT,Anesthesiologist,06 - Physician Services,1888,99813,24
COMPREHENSIVE PAIN SPECIALISTS,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,2953,229921,156
COMPREHENSIVE PAIN SPECIALISTS,Physical Medicine and Rehabilitation Practitioner,11 - Lab Services,127,13470,93
COMPREHENSIVE PAIN SPECIALISTS,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,247,34574,320
COMPREHENSIVE PSYCHOLOGY SERVICES PC,Health Service Provider in Psychology (HSPP),26 - Mental Health Services,72,7826,30
COMPTON                  BARRON       M,General Dentistry Practitioner,28 - Dental Services - Adult,62,6391,23
COMPTON                  CHRISTOPHER  A,General Dentistry Practitioner,28 - Dental Services - Adult,102,13785,781
COMPTON                  MARY,General Internist,06 - Physician Services,67,4525,85
CONCORD FAMILY MEDICINE PC,Family Practitioner,06 - Physician Services,197,6600,49
CONFIDENTIAL CARE LTD,Outpatient Mental Health Clinic,26 - Mental Health Services,222,2722,81
CONLEE                   KEVIN        M,Health Service Provider in Psychology (HSPP),26 - Mental Health Services,1392,14603,392
CONLEY                   SETH         C,General Dentistry Practitioner,28 - Dental Services - Adult,110,8059,142
CONNER                   JOHN         M,Orthopedic Surgeon,06 - Physician Services,670,75572,145
CONNER                   JOHN         M,Orthopedic Surgeon,12 - X-Ray Services,66,963,1549
CONNER SMITH EYE CENTER PC,Ophthalmologist,31 - Eye Care and Exams,1250,103168,61
CONNERSVILLE FOOT CLINIC,Podiatrist,12 - X-Ray Services,55,3097,587
CONRAD EYE CENTERS,Ophthalmologist,31 - Eye Care and Exams,183,13104,343
CONRAD EYE CENTERS,Ophthalmologist,31 - Eye Care and Exams,78,9623,560
CONSTITUTION ELM EMERGENCY PHYSICIANS,Emergency Medicine Practitioner,06 - Physician Services,3986,302793,373
CONSULTANTS IN GASTROENTEROLOGY SC,Gastroenterologist,06 - Physician Services,3699,374603,274
CONSULTANTS IN PATHOLOGY SC,Pathologist,06 - Physician Services,67,5930,75
CONSULTANTS IN PATHOLOGY SC,Pathologist,11 - Lab Services,32,281,22
COOK                     DIANE        S,Family Practitioner,06 - Physician Services,1056,85077,68
COOK                     DIANE        S,Family Practitioner,38 - EPSDT Services,97,8331,171
COOK                     J CRAIG,Oral Surgeon,27 - Dental Services - Child,101,61261,111
COOK                     J CRAIG,Oral Surgeon,28 - Dental Services - Adult,48,19714,164
COOK                     SEAN         L,Pediatric Dentist,27 - Dental Services - Child,2222,325766,413
COOK                     SEAN         L,Pediatric Dentist,28 - Dental Services - Adult,109,8280,166
COOKE                    AARON,Optometrist,31 - Eye Care and Exams,56,15811,529
COOKE                    FRIEDA       K,General Dentistry Practitioner,27 - Dental Services - Child,260,34473,190
COOKE                    FRIEDA       K,General Dentistry Practitioner,28 - Dental Services - Adult,319,48231,46
COOTHBRUSH INC,General Dentistry Practitioner,27 - Dental Services - Child,142,16515,56
COOTHBRUSH INC,General Dentistry Practitioner,28 - Dental Services - Adult,531,75825,29
COPE BEHAVIORAL CONSULTING PC,Health Service Provider in Psychology (HSPP),26 - Mental Health Services,512,2602,297
COPE PC                  ANTHONY      M,General Dentistry Practitioner,27 - Dental Services - Child,318,36624,202
COPE PC                  ANTHONY      M,General Dentistry Practitioner,28 - Dental Services - Adult,301,35683,38
CORBITT                  TOYA         J,General Pediatrician,06 - Physician Services,1294,99386,134
CORBITT                  TOYA         J,General Pediatrician,38 - EPSDT Services,206,18031,29
CORBY REHABILITATION SERVICES INC,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,510,12086,99
CORIELL EYECARE,Optometrist,31 - Eye Care and Exams,185,30312,21
CORNEAL CONSULTANTS OF INDIANA,Ophthalmologist,12 - X-Ray Services,96,4452,26
CORNEAL CONSULTANTS OF INDIANA,Ophthalmologist,31 - Eye Care and Exams,651,72397,980
CORNELIUS J SHANEYFELT,Optometrist,31 - Eye Care and Exams,57,8719,41
CORNERSTONE AUTISM CENTER LLC,Medical Clinic,17 - Clinic Services,7560,5105512,31
CORNERSTONE FAMILY DENTISTRY,General Dentistry Practitioner,27 - Dental Services - Child,550,63111,42
CORNERSTONE FAMILY DENTISTRY,General Dentistry Practitioner,28 - Dental Services - Adult,566,74516,3322
CORNERSTONE FAMILY PHYSICIANS,Family Practitioner,06 - Physician Services,1130,78237,557
CORNERSTONE FAMILY PHYSICIANS,Family Practitioner,38 - EPSDT Services,100,8795,131
CORNILS FAMILY DENTISTRY LLC,General Dentistry Practitioner,27 - Dental Services - Child,124,17415,44
CORNILS FAMILY DENTISTRY LLC,General Dentistry Practitioner,28 - Dental Services - Adult,375,77429,231
CORRECTIVE CARE PC,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,110,8036,60
CORY                     SCOTT        A,Ophthalmologist,31 - Eye Care and Exams,40,593,928
CORYDON MEDICAL ASSOC. P.C.,General Internist,06 - Physician Services,1578,35062,1385
CORYDON PAIN MANAGEMENT CLINIC INC,Medical Clinic,17 - Clinic Services,5900,854535,87
COSMOPOLITAN DENTISTRY PC,General Dentistry Practitioner,27 - Dental Services - Child,109,16630,309
COSMOPOLITAN DENTISTRY PC,General Dentistry Practitioner,28 - Dental Services - Adult,215,41138,609
COUNSEL HOUSE LLC,Outpatient Mental Health Clinic,26 - Mental Health Services,1193,136001,25
COUNSELING CENTER ASSOCIATES LLC,Outpatient Mental Health Clinic,26 - Mental Health Services,194,18238,111
COUNSELING PARTNERS LLC,Outpatient Mental Health Clinic,26 - Mental Health Services,551,66707,127
COUNTRY DOC,Family Practitioner,06 - Physician Services,1041,10754,93
COUNTRY HEALTH CENTER,Rural Health Clinic (RHC),17 - Clinic Services,390,26012,56
COUNTRY HEALTH CENTER,Rural Health Clinic (RHC),38 - EPSDT Services,35,2985,471
COUNTY SEAT EMERGENCY PHYSICIANS LLC,Emergency Medicine Practitioner,06 - Physician Services,5308,385989,148
COURTNEY B KLEBER,Medical Clinic,17 - Clinic Services,485,26215,182
COURTNEY B KLEBER,Medical Clinic,38 - EPSDT Services,136,11981,1667
COUTS                    MARK,Optometrist,31 - Eye Care and Exams,80,14120,62
COX                      CONWAY       S,Optometrist,31 - Eye Care and Exams,532,82421,114
COX                      DAVID        E,General Dentistry Practitioner,28 - Dental Services - Adult,206,34930,212
COZZI                    MICHAEL,Anesthesiologist,06 - Physician Services,48,3743,64
CRAIG A LIGHT DDS PC,General Dentistry Practitioner,27 - Dental Services - Child,190,18285,24
CRAIG A LIGHT DDS PC,General Dentistry Practitioner,28 - Dental Services - Adult,251,30576,70
CRAVENS                  EILEEN       E,General Internist,06 - Physician Services,340,33591,50
CRAWFORD                 BRADLEY      N,General Dentistry Practitioner,27 - Dental Services - Child,189,18689,44
CRAWFORD                 BRADLEY      N,General Dentistry Practitioner,28 - Dental Services - Adult,256,27908,104
CRAWFORD                 RICKY        E,Family Practitioner,06 - Physician Services,254,9471,45
CRAWFORD COUNTY FAMILY HEALTH,Rural Health Clinic (RHC),17 - Clinic Services,2782,146375,39
CRAWFORD COUNTY FAMILY HEALTH,Rural Health Clinic (RHC),38 - EPSDT Services,53,4554,32
CRAWFORD COUNTY FAMILY MEDICINE,Rural Health Clinic (RHC),17 - Clinic Services,188,11502,26
CRAWFORDSVILLE EYE CLINIC,Ophthalmologist,31 - Eye Care and Exams,66,4203,288
"CRAWFORDSVILLE ORAL SURGERY, LLC",Oral Surgeon,27 - Dental Services - Child,208,103964,21
"CRAWFORDSVILLE ORAL SURGERY, LLC",Oral Surgeon,28 - Dental Services - Adult,170,44306,38
CREATE A SMILE PC,General Dentistry Practitioner,27 - Dental Services - Child,348,48142,1420
CREATE A SMILE PC,General Dentistry Practitioner,28 - Dental Services - Adult,106,11366,76
CREATING SMILES PC,General Dentistry Practitioner,27 - Dental Services - Child,107,18373,231
CREATIVE SMILES,General Dentistry Practitioner,27 - Dental Services - Child,226,31067,103
CREATIVE SMILES,General Dentistry Practitioner,28 - Dental Services - Adult,114,13465,555
CREDO FAMILY MEDICINE,Family Practitioner,06 - Physician Services,66,4916,221
CREEK SETTLEMENT INPATIENT SERVICES LLC,General Internist,06 - Physician Services,4434,260886,21
CREEKSIDE OB-GYN,Obstetrician/Gynecologist,06 - Physician Services,1343,214178,38
CRITTON-GREEN            BARBARA      L,Health Service Provider in Psychology (HSPP),26 - Mental Health Services,122,10341,39
CROSSPOINT FAMILY DENTAL CARE,General Dentistry Practitioner,27 - Dental Services - Child,85,18656,22
CROSSROAD,Outpatient Mental Health Clinic,26 - Mental Health Services,2402,194635,45
CROSSROAD HEALTH CENTER,Medical Clinic,17 - Clinic Services,129,10710,860
CROSSROADS PEDIATRIC DENTISTRY,Pediatric Dentist,27 - Dental Services - Child,2157,317753,55
CROSSROADS PEDIATRIC DENTISTRY,Pediatric Dentist,27 - Dental Services - Child,1078,156401,56
CROSSTOWN EYECARE LLC,Optometrist,31 - Eye Care and Exams,398,66176,764
CROWN COUNSELING LLC,Outpatient Mental Health Clinic,26 - Mental Health Services,8147,676384,92
CROWN FAMILY MEDICINE LLC,Family Practitioner,06 - Physician Services,243,20597,54
CROWN HILL DENTISTRY LLC,General Dentistry Practitioner,27 - Dental Services - Child,165,16559,47
CROWN POINT OBSTETRICS & GYNECOLOGY PC,Obstetrician/Gynecologist,06 - Physician Services,881,124777,755
CTR FOR OTOLARYNGOLOGY & FAC PLAS SURG,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,279,37996,150
CTR OF EXCELLENCE FOR WOMENS HLTHCE LLC,Obstetrician/Gynecologist,06 - Physician Services,82,25176,187
CTR OF EXCELLENCE FOR WOMENS HLTHCE LLC,Obstetrician/Gynecologist,06 - Physician Services,45,4729,149
CTR OF EXCELLENCE FOR WOMENS HLTHCE LLC,Obstetrician/Gynecologist,06 - Physician Services,331,34729,75
CULLEN MEDICAL PROFESSIONALS,Rural Health Clinic (RHC),17 - Clinic Services,2498,171411,29
CULLEN MEDICAL PROFESSIONALS,Rural Health Clinic (RHC),38 - EPSDT Services,186,16079,28
CUMMINS BEHAVIORAL HEALTH SYSTEMS INC,Community Mental Health Center (CMHC),26 - Mental Health Services,127735,16938035,251
CUMMINS BEHAVIORAL HEALTH SYSTEMS INC,Community Mental Health Center (CMHC),26 - Mental Health Services,516,33290,693
CUMMINS BEHAVIORAL HEALTH SYSTEMS INC,Community Mental Health Center (CMHC),26 - Mental Health Services,799,43731,284
CUMMINS BEHAVIORAL HEALTH SYSTEMS INC,Community Mental Health Center (CMHC),26 - Mental Health Services,143,9438,337
"CUMMINS BEHAVIORAL HEALTH SYSTEMS, INC.",Community Mental Health Center (CMHC),26 - Mental Health Services,1198,65004,118
CURTIS FAMILY PRACTICE,Family Practitioner,06 - Physician Services,1110,30975,63
CUTANEOUS AND MAXILLOFACIAL PATH LAB,Independent Lab,11 - Lab Services,690,42575,739
CYNTHIA L WILLS MD PC,Family Practitioner,06 - Physician Services,220,13127,41
CYTOLOGY PATHOLOGY SERVICES INC,Independent Lab,11 - Lab Services,778,94030,198
CZARKOWSKI               KARA,Pediatric Dentist,27 - Dental Services - Child,122,29941,101
CZARKOWSKI PEDIATRIC DENTISTRY PC,Pediatric Dentist,27 - Dental Services - Child,2723,675360,167
D AND L K INC,Family Practitioner,06 - Physician Services,255,11052,24
D J DAWSON MD,Ophthalmologist,31 - Eye Care and Exams,592,64253,45
D J FROUNFELTER DDS,General Dentistry Practitioner,27 - Dental Services - Child,193,19162,29
D JEANETTE LAWSON DDS PC,General Dentistry Practitioner,27 - Dental Services - Child,117,13308,359
D JEANETTE LAWSON DDS PC,General Dentistry Practitioner,28 - Dental Services - Adult,422,46120,237
D PENN MOODY,Optometrist,31 - Eye Care and Exams,282,45162,47
D'SOL OPTICAL,Optometrist,31 - Eye Care and Exams,165,21104,3608
DALAL MEDICAL CORPORATION,Gastroenterologist,06 - Physician Services,6329,507355,128
DALAL MEDICAL CORPORATION,Gastroenterologist,06 - Physician Services,561,45656,411
DALE                     JOSEPH       P,Optometrist,31 - Eye Care and Exams,507,55587,1249
DALE FAMILY PRACTICE,Rural Health Clinic (RHC),17 - Clinic Services,1788,98997,514
DALE FAMILY PRACTICE,Rural Health Clinic (RHC),38 - EPSDT Services,184,15277,93
DALPHOND MEDICAL CLINIC,General Practitioner,06 - Physician Services,285,22211,2151
DALTON                   JERAD        M,Psychiatrist,26 - Mental Health Services,324,141713,144
DAMAR SERVICES INC,Outpatient Mental Health Clinic,26 - Mental Health Services,1181,191659,54
DAMAR SERVICES INC,Outpatient Mental Health Clinic,26 - Mental Health Services,131,10035,41
DAMAR SERVICES INC  (11),Outpatient Mental Health Clinic,26 - Mental Health Services,5113,2648088,712
DAMIAN D DIETER,Podiatrist,12 - X-Ray Services,39,2570,24
DAMIEN CARES,Medical Clinic,17 - Clinic Services,772,62049,85
DAN R HOST OD PC,Optometrist,31 - Eye Care and Exams,526,57471,44
DANA F. MORRIS D.M.D. L.L.C.,General Dentistry Practitioner,27 - Dental Services - Child,760,113593,354
DANA F. MORRIS D.M.D. L.L.C.,General Dentistry Practitioner,28 - Dental Services - Adult,320,57124,22
DANIEL C EBY DO PC,Orthopedic Surgeon,06 - Physician Services,1273,98554,310
DANIEL C EBY DO PC,Orthopedic Surgeon,12 - X-Ray Services,101,1159,24
DANIEL J KRESS DDS INC,General Dentistry Practitioner,27 - Dental Services - Child,140,16817,90
DANIEL J KRESS DDS INC,General Dentistry Practitioner,28 - Dental Services - Adult,569,100583,127
DANIEL KRACH M.D. OPHTHALMOLOGY,Ophthalmologist,06 - Physician Services,200,22898,75
DANIEL KRACH M.D. OPHTHALMOLOGY,Ophthalmologist,31 - Eye Care and Exams,583,34737,366
DANIELLE HAMAN-SMITH,Pediatric Dentist,27 - Dental Services - Child,29,4079,357
DANNY C SARDON MD,General Surgeon,06 - Physician Services,435,36166,223
DANVILLE ANESTHESIOLOGISTS  PC,Anesthesiologist,06 - Physician Services,62,2484,31
DANVILLE DENTAL CLINIC,General Dentistry Practitioner,27 - Dental Services - Child,57,8078,333
DANVILLE DENTAL CLINIC,General Dentistry Practitioner,28 - Dental Services - Adult,45,4484,106
DANVILLE FAMILY EYE CARE LLC,Optometrist,31 - Eye Care and Exams,215,32197,49
DANVILLE PEDIATRICS,General Pediatrician,06 - Physician Services,1560,110535,68
DANVILLE PEDIATRICS,General Pediatrician,38 - EPSDT Services,154,12955,219
DANVILLE POLYCLINIC LTD,Medical Clinic,17 - Clinic Services,402,23165,351
DANVILLE POLYCLINIC LTD,Medical Clinic,17 - Clinic Services,120,872,501
DARSHANA PATEL,Optometrist,31 - Eye Care and Exams,33,2310,22
DARSHANA PATEL OD,Optometrist,31 - Eye Care and Exams,46,3176,81
DAVID A DICKEY DDS,General Dentistry Practitioner,27 - Dental Services - Child,721,90351,145
DAVID A DICKEY DDS,General Dentistry Practitioner,28 - Dental Services - Adult,136,25676,57
DAVID A FULLENKAMP OD PC,Optometrist,31 - Eye Care and Exams,1045,116639,118
"DAVID A SOUTHWICK, DO",Hand Surgeon,06 - Physician Services,110,5510,1920
DAVID ANTHONY NOLES FAMILY DENTAL LLC,General Dentistry Practitioner,27 - Dental Services - Child,95,8862,42
DAVID ANTHONY NOLES FAMILY DENTAL LLC,General Dentistry Practitioner,28 - Dental Services - Adult,63,5493,31
DAVID B ENSLEY MD PC,Obstetrician/Gynecologist,06 - Physician Services,1069,151521,57
DAVID E COX DDS INC,General Dentistry Practitioner,27 - Dental Services - Child,86,10285,123
DAVID J BARTS,General Dentistry Practitioner,27 - Dental Services - Child,300,36606,54
DAVID J BARTS,General Dentistry Practitioner,28 - Dental Services - Adult,144,12963,41
"DAVID J BLACK MD, LLC",Gastroenterologist,06 - Physician Services,550,70994,77
DAVID K HARRISON DDS,General Dentistry Practitioner,27 - Dental Services - Child,1635,223250,115
DAVID K HARRISON DDS,General Dentistry Practitioner,28 - Dental Services - Adult,2632,483575,52
DAVID L MARTIN MD INC,Dermatologist,06 - Physician Services,4569,282208,46
DAVID L WINSCH PHD,Health Service Provider in Psychology (HSPP),26 - Mental Health Services,79,12593,494
DAVID M GRIFFITH DENTAL LLC,General Dentistry Practitioner,27 - Dental Services - Child,949,132285,128
DAVID M GRIFFITH DENTAL LLC,General Dentistry Practitioner,28 - Dental Services - Adult,274,31014,68
DAVID M HAYES MD LLC,Family Practitioner,06 - Physician Services,1807,96920,63
DAVID M WILSON,Optometrist,31 - Eye Care and Exams,285,24633,47
DAVID N LOMBARD PHD LLC,Health Service Provider in Psychology (HSPP),26 - Mental Health Services,134,41646,68
DAVID P LADD DDS,General Dentistry Practitioner,28 - Dental Services - Adult,75,10058,34
DAVID R MOSSER DDS LLC,General Dentistry Practitioner,28 - Dental Services - Adult,42,5257,113
